名称,名称_カナ,名称_英字,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
山代スマートパーク,ヤマシロスマートパーク,yamashirosumatopaku,山代温泉１５－３９－１,石川県,加賀市,山代温泉,15-39-1,,36.290474,136.357052,,-,1,1,,1,1,1,1,,,864,,,,,
加賀市文化会館駐車場,カガシブンカカイカンチュウシャジョウ,kagashibunkakaikanchushajo,山代温泉北部２丁目６８,石川県,加賀市,山代温泉北部２丁目,68,,36.29652316,136.3580321,18.4,-,1,1,,1,1,1,1,,,770,,,,,
緑ヶ丘公園,ミドリガオカコウエン,midorigaokakoen,別所町漆器団地10番地4,石川県,加賀市,別所町漆器団地,10番地4,,36.276306,136.358674,,-,1,1,,1,1,1,1,,,1100,,,,,
加賀市立庄小学校運動場,カガシリツショウショウガッコウウンドウジョウ,kagashiritsushoshogakkoundojo,庄町ワ１０１－１,石川県,加賀市,庄町ワ,101ー1,,36.31324475,136.3744794,10,0761-77-0087,1,1,,1,1,1,1,,,3025,,,,,
加賀市立勅使小学校運動場,カガシリツチョクシショウガッコウウンドウジョウ,kagashiritsuchokushishogakkoundojo,勅使町２４,石川県,加賀市,勅使町,24,,36.30328074,136.3884968,14,0761-77-2811,,1,,1,1,1,1,,,2839,,,,,
加賀市立東谷口小学校運動場,カガシリツヒガシタニグチショウガッコウウンドウジョウ,kagashiritsuhigashitaniguchishogakkoundojo,水田丸町ヌ３６－１,石川県,加賀市,水田丸町ヌ,３６ー１,,36.28465277,136.3896381,31.8,-,1,1,,1,1,1,1,,,3346,,,,,
加賀市立片山津小学校運動場,カガシリツカタヤマヅショウガッコウウンドウジョウ,kagashiritsukatayamazushogakkoundojo,片山津町ス丙２１,石川県,加賀市,片山津町ス丙,21,,36.33956495,136.3656971,6.9,0761-74-1199,1,,,1,1,1,1,,,3072,,,,,
片山津温泉湯の曲輪ひろば,カタヤマヅオンセンユノキョクワヒロバ,katayamazuonsenyunokyokuwahiroba,片山津温泉乙56－5,石川県,加賀市,片山津温泉乙,５６ー５,,36.34548699,136.36587,,0761-76-0709,1,1,,1,1,1,1,,,－,,,,,
加賀市立片山津中学校運動場,カガシリツカタヤマヅナカショウガッコウウンドウジョウ,kagashiritsukatayamazunakashogakkoundojo,潮津町レ１－１,石川県,加賀市,潮津町レ,１ー１,,36.35187491,136.3494644,14.6,0761-76-0805,1,1,,1,1,1,1,,,5705,,,,,
柴山潟湖畔公園,シバヤマカタコハンコウエン,shibayamakatakohankoen,潮津町イ１０６,石川県,加賀市,潮津町レ,106,,36.35198071,136.3618194,2.4,0761-74-1159,,1,,1,,1,1,,,7515,,,,,
加賀市片山津野球場,カガシカタヤマヅヤキュウジョウ,kagashikatayamazuyakyujo,潮津町ソ１,石川県,加賀市,潮津町ソ,1,,36.35008187,136.3503871,13.4,,1,1,,1,1,1,1,,,18787,,,,,
加賀市立作見小学校運動場,カガシリツサクミショウガッコウウンドウジョウ,kagashiritsusakumishogakkoundojo,作見町ナ１５４,石川県,加賀市,作見町ナ,154,,36.32432935,136.3542491,19.1,0761-74-1154,1,1,,1,1,1,1,,,5387,,,,,
中央公園,チュウオウコウエン,chuokoen,山田町リ２４５－２,石川県,加賀市,山田町リ,２４５－２,,36.32186171,136.3309416,37,-,1,1,,1,1,1,1,,,－,,,,,
加賀市立金明小学校運動場,カガシリツキンメイショウガッコウウンドウジョウ,kagashiritsukimmeishogakkoundojo,塩浜町１０４,石川県,加賀市,塩浜町,104,,36.3501994,136.3333218,12.8,-,1,1,,1,1,1,1,,,1613,,,,,
加賀市立湖北小学校運動場,カガシリツコホクショウガッコウウンドウジョウ,kagashiritsukohokushogakkoundojo,柴山町ひ９２－１,石川県,加賀市,柴山町ひ,９２ー１,,36.358149,136.367962,5.6,0761-74-0164,1,1,,1,1,1,1,,,2972,,,,,
加賀市立動橋小学校運動場,カガシリツイブリハシショウガッコウウンドウジョウ,kagashiritsuiburihashishogakkoundojo,動橋町ヘ１－１,石川県,加賀市,動橋町へ,１ー１,,36.32976369,136.3898407,3.5,0761-73-1220,,1,,1,1,1,1,,,2900,,,,,
加賀市立東和中学校運動場,カガシリツトウワチュウガッコウウンドウジョウ,kagashiritsutowachugakkoundojo,動橋町ネ５４－１,石川県,加賀市,動橋町ネ,５４ー１,,36.32464681,136.3816112,4.1,0761-74-1861,,1,,1,1,1,1,,,5319,,,,,
石川県立加賀高等学校運動場,イシカワケンリツカガコウトウガッコウウンドウジョウ,ishikawakenritsukagakotogakkoundojo,動橋町ム５３－１,石川県,加賀市,動橋町ム,５３ー１,,36.33041059,136.3780124,2.9,0761-74-0369,,1,,1,1,1,1,,,8999,,,,,
動橋グラウンド,イブリハシグラウンド,iburihashiguraundo,動橋町ナ１４－１,石川県,加賀市,動橋町ナ,１４ー１,,36.32894081,136.3812372,3.3,0761-74-1524,,1,,1,1,1,1,,,3030,,,,,
加賀市立分校小学校運動場,カガシリツブンコウショウガッコウウンドウジョウ,kagashiritsubunkoshogakkoundojo,打越町ニ２２,石川県,加賀市,打越町ニ,22,,36.32939459,136.3998034,2.9,0761-74-0279,,1,,1,1,1,1,,,3536,,,,,
黒崎多目的広場,クロサキタモクテキヒロバ,kurosakitamokutekihiroba,黒崎町め２３,石川県,加賀市,黒崎町め,23,,36.3347119,136.2955416,,0761-74-5044,1,1,,1,1,1,1,,,2455,,,,,
加賀市立橋立小中学校運動場,カガシリツハシタテショウナカショウガッコウウンドウジョウ,kagashiritsuhashitateshonakashogakkoundojo,小塩町ろ１,石川県,加賀市,小塩町ろ,1,,36.34835833,136.313791,16.1,-,1,1,,1,1,1,1,,,4485,,,,,
橋立自然公園,ハシダテシゼンコウエン,hashidateshizenkoen,橋立町井３４３,石川県,加賀市,橋立町井,343,,36.34884466,136.3061817,,0761-74-1550,1,1,,1,1,1,1,,,－,,,,,
旧加賀市立三木小学校運動場,キュウカガシリツミキショウガッコウウンドウジョウ,kyukagashiritsumikishogakkoundojo,三木町ニ９８－１,石川県,加賀市,三木町ニ,９８ー１,,36.29328539,136.2849589,3.2,‐,,1,,1,1,1,1,,,2120,,,,,
加賀市立三谷小学校運動場,カガシリツミタニショウガッコウウンドウジョウ,kagashiritsumitanishogakkoundojo,直下町ニ丙７３,石川県,加賀市,直下町ニ丙,73,,36.28309996,136.3242894,24.7,0761-75-2111,1,1,,1,1,1,1,,,3114,,,,,
加賀市立南郷小学校運動場,カガシリツナンゴウショウガッコウウンドウジョウ,kagashiritsunangoshogakkoundojo,吸坂町ヤ２６,石川県,加賀市,吸坂町ヤ,26,,36.30474169,136.3375439,30.5,-,1,1,,1,1,1,1,,,2279,,,,,
旧加賀市立緑丘小学校運動場,キュウカガシリツミドリオカショウガッコウウンドウジョウ,kyukagashiritsumidoriokashogakkoundojo,大聖寺瀬越町塩屋境山１－１,石川県,加賀市,大聖寺瀬越町塩屋境山,１ー１,,36.29545482,136.2561684,19.2,0761-72-1773,1,1,,1,1,1,1,,,3103,,,,,
山中温泉ゆけむり健康村駐車場,ヤマナカオンセンユケムリケンコウムラチュウシャジョウ,yamanakaonsenyukemurikenkomurachushajo,山中温泉こおろぎ町イ１９,石川県,加賀市,山中温泉こおろぎ町イ,19,,36.2381359,136.3676598,75.9,0761-72-1771,1,,,1,1,1,1,,,1337,,,,,
加賀市立山中小学校運動場,カガシリツヤマナカ ショウガッコウウンドウジョウ,kagashiritsuyamanaka shogakkoundojo,山中温泉上野町ル１５－９,石川県,加賀市,山中温泉上野町ル,１５ー９,,36.25256942,136.3676754,86.5,0761-72-1894,1,,,1,1,1,1,,,6255,,,,,
山中球場,ヤマナカキュウジョウ,yamanakakyujo,山中温泉東桂木町ヌ１１－２,石川県,加賀市,山中温泉東桂木町ヌ,１１ー２,,36.25513035,136.3730988,56.9,0761-73-8003,1,1,,1,1,1,1,,,3565,,,,,
加賀市立山中中学校運動場,カガシリツヤマナカ チュウガッコウ ウンドウジョウ,kagashiritsuyamanaka chugakko undojo,山中温泉上原町ト甲１-１,石川県,加賀市,山中温泉上原町ト甲,１ー１,,36.25326449,136.365513,87.3,0761-78-5546,1,1,,1,1,1,1,,,3917,,,,,
加賀市立河南小学校運動場,カガシリツカワミナミ  ショウガッコウウンドウジョウ,kagashiritsukawaminami  shogakkoundojo,山中温泉中田町ニ２５－１,石川県,加賀市,山中温泉中田町ニ,２５ー１,,36.26960689,136.3569223,36.7,0761-78-0441,1,1,,1,1,1,1,,,2067,,,,,
山中健民体育館駐車場,ヤマナカタケタミタイイクカンチュウシャジョウ,yamanakataketamitaiikukanchushajo,山中温泉加美谷台２丁目２,石川県,加賀市,山中温泉加美谷台２丁目,2,,36.25518447,136.3656276,80,-,1,1,,1,1,1,1,,,909,,,,,
河南広場,カワミナミヒロバ,kawaminamihiroba,山中温泉長谷田町ロ３４０,石川県,加賀市,山中温泉長谷田町ロ,340,,36.26773136,136.3582428,38.8,0761-78-1134,1,1,,1,1,1,1,,,667,,,,,
エネックス株式会社加賀工場用地の一部,エネックスカブシキガイシャカガコウジョウヨウチノイチブ,enekkusukabushikigaishakagakojoyochinoichibu,山中温泉菅谷町ニ３２,石川県,加賀市,山中温泉菅谷町ニ,32,,36.23010021,136.3622525,,0761-78-0836,1,,,1,1,1,1,,,300,,,,,
旧中津原保育園運動場,キュウナカツハラ  ホイクエンウンドウジョウ,kyunakatsuhara  hoikuenundojo,山中温泉中津原町ハ５-１,石川県,加賀市,山中温泉中津原町ハ,５ー１,,36.2621192,136.3973815,66.5,0761-78-5510,1,1,,1,1,1,1,,,158,,,,,
東谷農村公園,ヒガシヤノウソンコウエン,higashiyanosonkoen,山中温泉中津原町ち１,石川県,加賀市,山中温泉中津原町ち,1,,36.26270877,136.397699,,0761-78-1542,1,,,1,1,1,1,,,1210,,,,,
旧東谷生活改善センター広場,キュウヒガシタニセイカツカイゼン　センターセンターヒロバ,kyuhigashitaniseikatsukaizen　sentasentahiroba,山中温泉荒谷町ト２０,石川県,加賀市,山中温泉荒屋町ト,20,,36.25005478,136.4292569,86.8,-,1,,,1,1,1,1,,,151,,,,,
羽咋小学校,ハクイショウガッコウ,hakuishogakko,羽咋市中央町サ９０,石川県,羽咋市,中央町サ,90,,36.8940764,136.7753468,7.2,-,1,1,1,1,1,1,1,1,1,3900人（３㎡あたり１人）,,,,,
羽咋中学校,ハクイチュウガッコウ,hakuichugakko,羽咋市中央町キ５９,石川県,羽咋市,中央町キ,59,,36.89149793,136.7754567,10.1,-,1,1,1,1,1,1,1,1,1,5030人（３㎡あたり１人）,,,,,
コスモアイル羽咋,コスモアイルハクイ,kosumoairuhakui,羽咋市鶴多町免田２５,石川県,羽咋市,鶴多町免田,25,,36.89835933,136.7881804,3.3,-,,1,1,1,1,1,,1,1,5000人（３㎡あたり１人）,,,,,
羽咋運動公園,ハクイウンドウコウエン,hakuiundokoen,羽咋市鶴多町亀田１７,石川県,羽咋市,鶴多町亀田,17,,36.89973775,136.7925765,3,0767-22-0129,,1,1,1,1,1,,1,,31280人（３㎡あたり１人）,,,,,
中央公園,チュウオウコウエン,chuokoen,羽咋市中央町フ１６９－２,石川県,羽咋市,中央町フ,１６９ー２,,36.32186171,136.3309416,3,0767-22-1135,,1,1,1,,1,1,1,,3000人（３㎡あたり１人）,,,,,
白鷺公園,シラサギコウエン,shirasagikoen,羽咋市大川町ヤ２１１－１１,石川県,羽咋市,大川町ヤ,２１１ー１１,,36.90507542,136.7729622,3.2,0767-22-9888,1,1,1,1,,1,1,,,6820人（３㎡あたり１人）,,,,,
御坊山児童公園,ゴボウヤマジドウコウエン,goboyamajidokoen,羽咋市御坊山町１６－１,石川県,羽咋市,御坊山町,１６ー１,,36.89047212,136.7821246,7.2,0767-22-3312,1,1,1,1,1,1,1,,,300人（３㎡あたり１人）,,,,,
道の駅のと千里浜,ミチノエキノトチリハマ,michinoekinotochirihama,羽咋市千里浜町タ１－６２,石川県,羽咋市,千里浜町タ,１－６２,,36.88605748,136.7684368,6.1,0767-22-1119,1,1,1,1,1,1,1,1,,2660人（３㎡あたり１人）,,,,,
粟ノ保小学校,アワノホショウガッコウ,awanohoshogakko,羽咋市粟生町キ１－２,石川県,羽咋市,粟生町キ,１ー２,,36.88064804,136.7781414,14.3,0767-22-1119,1,1,1,1,1,1,1,1,1,2300人（３㎡あたり１人）,,,,,
瑞穂小学校,ミズホショウガッコウ,mizuhoshogakko,羽咋市深江町ル６１－１,石川県,羽咋市,深江町ル,６１ー１,,36.90267625,136.8004448,2.5,0767-22-1119,,1,1,1,1,1,,1,1,3200人（３㎡あたり１人）,,,,,
吉崎・次場弥生公園,ヨシサキ・ジバヤヨイコウエン,yoshisaki・jibayayoikoen,羽咋市吉崎町ウ１９－１,石川県,羽咋市,吉埼町ウ,１９ー１,,36.90556044,136.7897947,2.2,0767-22-5941,,1,1,1,1,1,,,,3660人（３㎡あたり１人）,,,,,
神子原スポーツセンター,ミコハラスポーツセンター,mikoharasupotsusenta,羽咋市神子原町チ２２,石川県,羽咋市,神子原町チ,22,,36.88421446,136.8618353,105,0767-22-0243,1,1,1,1,1,1,1,1,1,600人（３㎡あたり１人）,,,,,
邑知小学校,オウオチショウガッコウ,oochishogakko,羽咋市飯山町ロ２０,石川県,羽咋市,飯山町ロ,20,,36.90028131,136.8229974,9.3,0767-22-0005,1,1,1,1,1,1,1,1,1,4730人（３㎡あたり１人）,,,,,
邑知中学校,オウチチュウガッコウ,ochichugakko,羽咋市飯山町ホ５７,石川県,羽咋市,飯山町ホ,57,,36.90590504,136.8301509,4.8,0767-22-5998,1,1,1,1,1,1,1,1,1,8060人（３㎡あたり１人）,,,,,
邑知の郷公園,オウチノサトコウエン,ochinosatokoen,羽咋市中川町へ５０,石川県,羽咋市,中川町へ,50,,36.89456542,136.8143703,3.2,0767-26-2329,,1,1,1,1,1,,,,26660人（３㎡あたり１人）,,,,,
余喜小学校,ヨキショウガッコウ,yokishogakko,羽咋市大町コ部４２,石川県,羽咋市,大町コ部,42,,36.93279604,136.8460311,1.6,0767-26-0048,,1,1,1,1,1,,1,1,3230人（３㎡あたり１人）,,,,,
旧鹿島路小学校,キュウカシマジショウガッコウ,kyukashimajishogakko,羽咋市鹿島路町レ６,石川県,羽咋市,鹿島路町レ,6,,36.93760315,136.8146602,13.5,0767-26-1515,1,,1,1,1,1,1,,,1030人（３㎡あたり１人）,,,,,
眉丈台地スポーツ広場,ジョウブダンチスポーツヒロバ,jobudanchisupotsuhiroba,羽咋市柳田町シ１,石川県,羽咋市,柳田町シ,1,,36.9243112,136.7786524,20.3,0767-22-1116,1,1,1,1,1,1,1,,,8000人（３㎡あたり１人）,,,,,
西北台小学校,セイホクダイショウガッコウ,seihokudaishogakko,羽咋市滝町ケ１４－２,石川県,羽咋市,滝町ケ,１４ー２,,36.93518862,136.7625077,43.3,0767-26-0204,1,1,1,1,1,1,1,1,1,3300人（３㎡あたり１人）,,,,,
一ノ宮公民館,イチノミヤコウミンカン,ichinomiyakominkan,羽咋市一ノ宮町レ８６－１,石川県,羽咋市,一ノ宮町レ,８６ー１,,36.92472105,136.7627526,3.3,0767-22-1111,1,1,1,1,,1,1,1,1,1000人（３㎡あたり１人）,,,,,
上甘田公民館,カミアマダコウミンカン,kamiamadakominkan,羽咋市柴垣町３６字１９－１,石川県,羽咋市,柴垣町３６字,１９ー１,,36.9529393,136.7662771,6.3,0767-22-3312,1,1,1,1,,1,1,1,1,1500人（３㎡あたり１人）,,,,,
羽咋高等学校,ハクイコウトウガッコウ,hakuikotogakko,羽咋市柳橋町１,石川県,羽咋市,柳橋町,1,,36.89349676,136.7892579,4.6,0767-22-7477,,1,1,1,1,1,,1,1,12628人（３㎡あたり１人）,,,,,
羽咋工業高校,ハクイコウギョウコウコウ,hakuikogyokoko,羽咋市西釜屋町ク２１,石川県,羽咋市,西釜屋町ク,21,,36.90838405,136.775079,18.5,0767-22-0601,1,1,1,1,1,1,1,1,1,10221人（３㎡あたり１人）,,,,,
羽松高等学校,ハネマツコウトウガッコウ,hanematsukotogakko,羽咋市吉崎町ラ１－２,石川県,羽咋市,吉崎町ラ,１ー２,,36.89787908,136.793359,3.9,0767-22-1141,,1,1,1,1,1,,1,1,2958人（３㎡あたり１人）,,,,,
国立能登青少年交流の家,コクリツノトセイショウネンコウリュウノイエ,kokuritsunotoseishonenkoryunoie,羽咋市柴垣町１４－５－６,石川県,羽咋市,柴垣町,１４ー５ー６,,36.93527271,136.7717937,60,0767-22-1166,1,1,1,1,1,1,1,1,1,3800人（３㎡あたり１人）,,,,,
千里浜運動公園,チリハマウンドウコウエン,chirihamaundokoen,羽咋市千里浜町ソ１０－５９,石川県,羽咋市,千里浜町ソ,１０ー５９,,36.89600122,136.7689924,2.5,0767-22-1193,1,1,1,1,1,1,1,,,5040人（３㎡あたり１人）,,,,,
大海小学校,オオミショウガッコウ,omishogakko,夏栗ロ10,石川県,かほく市,夏栗ロ,10,,36.77857974,136.7475832,16.3,0767-22-0086,1,1,1,1,1,,,,1,,,,,,
高松小学校,タカマツショウガッコウ,takamatsushogakko,高松ヤ10,石川県,かほく市,高松ヤ,10,,36.76907545,136.7192952,18.5,0767-22-3121,1,1,1,1,1,,,,1,,,,,,
高松中学校,タカマツチュウガッコウ,takamatsuchugakko,高松ヤ42,石川県,かほく市,高松ヤ,42,,36.7672942,136.7210354,27,0767-22-1111,1,1,1,1,1,,,,1,,,,,,
七塚小学校,ナナツカショウガッコウ,nanatsukashogakko,木津ホ61-1,石川県,かほく市,木津ホ,６１ー１,,36.74790614,136.7017399,14.8,281-0270,1,1,1,1,1,,,,1,,,,,,
河北台中学校,カホクダイチュウガッコウ,kahokudaichugakko,遠塚ロ47-１,石川県,かほく市,遠塚口,４７ー１,,36.73479374,136.7031242,38.5,281-0068,1,1,1,1,1,,,,1,,,,,,
外日角小学校,ソトヒスミショウガッコウ,sotohisumishogakko,外日角ニ52,石川県,かほく市,外日角ニ,52,,36.72364785,136.6918618,35.7,281-0221,1,1,1,1,1,,,,1,,,,,,
金津小学校,カナヅショウガッコウ,kanazushogakko,谷カ30,石川県,かほく市,谷カ,30,,36.74156604,136.7252958,26,285-0022,1,1,1,1,1,,,,1,,,,,,
宇ノ気中学校,ウノケチュウガッコウ,unokechugakko,森レ１,石川県,かほく市,森レ,1,,36.72327891,136.7065613,5.5,285-0262,1,1,1,1,1,,,,1,,,,,,
宇ノ気小学校,ウノケショウガッコウ,unokeshogakko,宇野気リ147,石川県,かほく市,宇野気リ,147,,36.71972596,136.7040571,4.3,283-0040,1,1,1,1,1,,,,1,,,,,,
大海交流センター,オオミコウリュウセンター,omikoryusenta,夏栗い34,石川県,かほく市,夏栗い,34,,36.77858443,136.7491544,16.9,285-0216,,1,1,1,1,,,,,,,,,,
高松グラウンド・ゴルフ場,タカマツグラウンド・ゴルフジョウ,takamatsuguraundo・gorufujo,ニツ屋マ１,石川県,かほく市,ニツ屋マ,1,,36.78677211,136.7308635,27.7,283-0065,,,1,1,1,,,,,,,,,,
高松産業文化センター,タカマツサンギョウブンカセンター,takamatsusangyobunkasenta,高松ク42-1,石川県,かほく市,高松ク,４２ー１,,36.7693709,136.7214551,26.1,283-0014,1,1,1,1,1,,,,,,,,,,
たかまつまちかど交流館,タカマツマチカドコウリュウカン,takamatsumachikadokoryukan,高松ツ56-1,石川県,かほく市,高松ツ,５６ー１,,36.77155354,136.7170012,7,281-2123,1,1,1,1,1,,,,,,,,,,
